Concept Level 1,CCSS Standard,Question UID,Answers,Prompt
Relative Pronouns,4.1a. Use Relative Pronouns,Jzw0qjP5tpJMplbm7lT,"[{""text""=>""The floorboards, {which} were put in ten years ago, have cracks.""}]","The floorboards, <u>which, that</u> were put in ten years ago, have cracks."
Relative Pronouns,4.1a. Use Relative Pronouns,Jzw0qjP5tpJMplbm7lU,"[{""text""=>""Zoey's drawing, {which} was done with acrylic paint, dried quickly.""}]","Zoey's drawing, _____ was done with acrylic paint, dried quickly."
Relative Pronouns,4.1a. Use Relative Pronouns,Jzw0qjP5tpJMplbm7lV,"[{""text""=>""My friend's new truck, {which} was on sale, needs some repair.""}]","My friend's new truck, which was on sale, needs some repair."
"Shown, Shone",4.1g. Commonly Confused Words,Jzw0qjP5tpJMplbm7lX,"[{""text""=>""The spotlight {shone} brightly down on the stage.""}]",The spotlight _____ brightly down on the stage.
"Shown, Shone",4.1g. Commonly Confused Words,K2xaxTY3qHHZVRkWFDz,"[{""text""=>""I {shone} the flashlight into the dusty attic.""}]",I ______ the flashlight into the dusty attic.
"Shown, Shone",4.1g. Commonly Confused Words,K2xb4YEiUa8G-7YQb0w,"[{""text""=>""The lighthouse {shone} a bright light to let ships know that they were approaching land.""}]",The lighthouse _______ a bright light to let ships know that they were approaching land.
"Shown, Shone",4.1g. Commonly Confused Words,Jzw0qjP5tpJMplbm7lZ,"[{""text""=>""When I asked if I could touch the art, I was quickly {shown} the door.""}]","When I asked if I could touch the art, I was quickly _____ the door."
"Shown, Shone",4.1g. Commonly Confused Words,Jzw0qjP5tpJMplbm7l_,"[{""text""=>""The new movie was being {shown} at theaters all across America.""}]",The new movie was being _____ at theaters all across America.
"Shown, Shone",4.1g. Commonly Confused Words,K2wz8GeHT-soIXWsPPb,"[{""text""=>""After winning the competition, I was {shown} my prize.""}]","After winning the competition, I was ______ my prize."
Simple Tense,5.1b. Use Past Participles,Jzw0qjP5tpJMplbm7lb,"[{""text""=>""Dana {will clean} her room tomorrow.""}]",Dana <u>clean / will clean</u> her room tomorrow.
Simple Tense,5.1b. Use Past Participles,Jzw0qjP5tpJMplbm7lc,"[{""text""=>""Jamie {will go} to the dance this weekend.""}]",Jamie <u>will go / go</u> to the dance this weekend.
Simple Tense,5.1b. Use Past Participles,Jzw0qjP5tpJMplbm7ld,"[{""text""=>""The new park {will open} next Thursday.""}, {""text""=>""The new park {opens} next Thursday.""}]",The new park <u>open</u> next Thursday.
Simple Tense,5.1b. Use Past Participles,Jzw0qjP5tpJMplbm7le,"[{""text""=>""I {will walk} through Prospect Park next week.""}]",I <u>walk</u> through Prospect Park next week.
Simple Tense,5.1b. Use Past Participles,Jzw0qjP5tpJMplbm7lf,"[{""text""=>""I {will photograph} the Eiffel Tower when I visit France.""}]",I <u>photograph</u> the Eiffel Tower when I visit France.
Simple Tense,5.1b. Use Past Participles,Jzw0qjP5tpJMplbm7lg,"[{""text""=>""I {will climb} that oak tree one day.""}]",I  <u>climbed</u> that oak tree one day.
Simple Tense,5.1b. Use Past Participles,Jzw0qjP5tpJMplbm7lh,"[{""text""=>""Our English teacher {will conduct} the choir this year.""}]",Our English teacher <u>conducts</u> the choir this year.
Simple Tense,5.1b. Use Past Participles,Jzw0qjP5tpJMplbm7li,"[{""text""=>""I will {host} the show's finale tomorrow.""}]",I will <u>hosted</u> the show's finale tomorrow.
Simple Tense,5.1b. Use Past Participles,Jzw0qjP5tpJMplbm7lj,"[{""text""=>""John {will hurdle} over the snowbank.""}]",John <u>hurdled</u> over the snowbank.
Simple Tense,5.1b. Use Past Participles,Jzw0qjP5tpJMplbm7lk,"[{""text""=>""We {will settle} our camp on that hilltop when we get there.""}]",We <u>settle</u> our camp on that hilltop when we get there.
Simple Tense,5.1b. Use Past Participles,Jzw0qjP5tpJMplbm7ll,"[{""text""=>""We {will repair} your headlight tomorrow.""}]",We <u>repair</u> your headlight tomorrow.
Simple Tense,5.1b. Use Past Participles,Jzw0qjP5tpJMplbm7lm,"[{""text""=>""Xavier {will bring} his own lunch tomorrow.""}]",Xavier <u>bring</u> his own lunch tomorrow.
Simple Tense,5.1b. Use Past Participles,Jzw0qjP5tpJMplbm7ln,"[{""text""=>""Maurice {will compete} in a race next week.""}]",Maurice <u>compete</u> in a race next week.
Simple Tense,5.1b. Use Past Participles,Jzw0qjP5tpJMplbm7lo,"[{""text""=>""Alexis will {make} an effort to compose music in her spare time.""}]",Alexis will <u>makes</u> an effort to compose music in her spare time.
Simple Tense,5.1b. Use Past Participles,Jzw0qjP5tpJMplbm7lp,"[{""text""=>""He {will bake} cookies for his friends next week.""}]",He <u>bake</u> cookies for his friends next week.
Simple Tense,5.1b. Use Past Participles,Jzw0qjP5tpJMplbm7lq,"[{""text""=>""I {will exercise} in the morning when the sun rises.""}]",I  <u>exercised</u> in the morning when the sun rises.
Simple Tense,5.1b. Use Past Participles,Jzw0qjP5tpJMplbm7lr,"[{""text""=>""Dan will {assist} the teacher with her grading.""}]",Dan will <u>assists</u> the teacher with her grading.
Simple Tense,5.1b. Use Past Participles,Jzw0qjP5tpJMplbm7ls,"[{""text""=>""The new park {will open} next Thursday.""}, {""text""=>""The new park {opens} next Thursday.""}]",The new park <u>open</u> next Thursday.
Simple Tense,"1.1e. Use Verbs to Convey a Sense of Past, Present, and Future",Jzw0qjP5tpJMplbm7lu,"[{""text""=>""I {climbed} up the canyon wall.""}]",I <u>climb / climbed</u> up the canyon wall.
Simple Tense,"1.1e. Use Verbs to Convey a Sense of Past, Present, and Future",Jzw0qjP5tpJMplbm7lv,"[{""text""=>""The light {reflected} off of the water.""}]",The light <u>reflect / reflected</u> off of the water.
Simple Tense,"1.1e. Use Verbs to Convey a Sense of Past, Present, and Future",Jzw0qjP5tpJMplbm7lw,"[{""text""=>""We {moved} to Boston last year.""}]",We  <u>move</u> to Boston last year.
Simple Tense,"1.1e. Use Verbs to Convey a Sense of Past, Present, and Future",Jzw0qjP5tpJMplbm7lx,"[{""text""=>""They {traveled} to Spain last fall.""}]",They <u>travel</u> to Spain last fall.
Simple Tense,"1.1e. Use Verbs to Convey a Sense of Past, Present, and Future",Jzw0qjP5tpJMplbm7ly,"[{""text""=>""We {moved} to Boston last year.""}]",We <u>move</u> to Boston last year.
Simple Tense,"1.1e. Use Verbs to Convey a Sense of Past, Present, and Future",Jzw0qjP5tpJMplbm7lz,"[{""text""=>""I {listened} to music all day.""}]",I <u>to listen</u> to music all day.
Simple Tense,"1.1e. Use Verbs to Convey a Sense of Past, Present, and Future",Jzw0qjP5tpJMplbm7m-,"[{""text""=>""The mouse {scampered} through the grass.""}]",The mouse <u>scamper</u> through the grass.
Simple Tense,"1.1e. Use Verbs to Convey a Sense of Past, Present, and Future",Jzw0qjP5tpJMplbm7m0,"[{""text""=>""Everett {carved} his name into the stone.""}]",Everett <u>carve</u> his name into the stone.
Simple Tense,"1.1e. Use Verbs to Convey a Sense of Past, Present, and Future",Jzw0qjP5tpJMplbm7m1,"[{""text""=>""The tennis player {tossed} the ball across the court.""}]",The tennis player <u>toss</u> the ball across the court.
Simple Tense,"1.1e. Use Verbs to Convey a Sense of Past, Present, and Future",Jzw0qjP5tpJMplbm7m2,"[{""text""=>""The damaged ship {listed} to one side.""}]",The damaged ship <u>list</u> to one side.
Simple Tense,"1.1e. Use Verbs to Convey a Sense of Past, Present, and Future",Jzw0qjP5tpJMplbm7m3,"[{""text""=>""He {pointed} at the door.""}]",He <u>point</u> at the door.
Simple Tense,"1.1e. Use Verbs to Convey a Sense of Past, Present, and Future",Jzw0qjP5tpJMplbm7m4,"[{""text""=>""Natalie {sprinted} towards the finish line and won.""}]",Natalie <u>sprint</u> towards the finish line and won.
Singular And Plural Nouns,1.1c. Use Singular and Plural Nouns with Matching Verbs,Jzw0qjP5tpJMplbm7m6,"[{""text""=>""They {pack} their camping gear into the car.""}]",They <u>packs / pack</u> their camping gear into the car.
Singular And Plural Nouns,1.1c. Use Singular and Plural Nouns with Matching Verbs,Jzw0qjP5tpJMplbm7m7,"[{""text""=>""We {want} a ribbon around each package.""}]",We <u>wants</u> a ribbon around each package.
Singular And Plural Nouns,1.1c. Use Singular and Plural Nouns with Matching Verbs,Jzw0qjP5tpJMplbm7m8,"[{""text""=>""They {look} at the patterns on the canyon walls.""}]",They <u>looks</u> at the patterns on the canyon walls.
Singular And Plural Nouns,1.1c. Use Singular and Plural Nouns with Matching Verbs,Jzw0qjP5tpJMplbm7m9,"[{""text""=>""The hikers {dance} around a bonfire.""}]",The hikers <u>dances</u> around a bonfire.
Singular And Plural Nouns,1.1c. Use Singular and Plural Nouns with Matching Verbs,Jzw0qjP5tpJMplbm7mB,"[{""text""=>""I {ride} to school in the car.""}]",I <u>rides / ride</u> to school in the car.
Singular And Plural Nouns,1.1c. Use Singular and Plural Nouns with Matching Verbs,Jzw0qjP5tpJMplbm7mC,"[{""text""=>""My uncle {drives} me to school.""}]",My uncle <u>drive / drives</u> me to school.
Singular And Plural Nouns,1.1c. Use Singular and Plural Nouns with Matching Verbs,Jzw0qjP5tpJMplbm7mD,"[{""text""=>""The president of the club {signs} bills all day.""}]",The president of the club <u>sign</u> bills all day.
Singular And Plural Nouns,1.1c. Use Singular and Plural Nouns with Matching Verbs,Jzw0qjP5tpJMplbm7mE,"[{""text""=>""Miriam {rushes} to her train.""}]",Miriam <u>rush</u> to her train.
Singular And Plural Nouns,1.1c. Use Singular and Plural Nouns with Matching Verbs,Jzw0qjP5tpJMplbm7mF,"[{""text""=>""Please {remember} to bring a book to read.""}]",Please <u>remembers</u> to bring a book to read.
Singular And Plural Nouns,1.1c. Use Singular and Plural Nouns with Matching Verbs,Jzw0qjP5tpJMplbm7mG,"[{""text""=>""I always {sprint} during the last part of the race.""}]",I always <u>sprints</u> during the last part of the race.
Singular And Plural Nouns,1.1c. Use Singular and Plural Nouns with Matching Verbs,Jzw0qjP5tpJMplbm7mH,"[{""text""=>""Courtney {spends} her afternoons in the bookstore.""}]",Courtney <u>spend</u> her afternoons in the bookstore.
Singular And Plural Nouns,1.1c. Use Singular and Plural Nouns with Matching Verbs,Jzw0qjP5tpJMplbm7mI,"[{""text""=>""Meghan {weaves} patterns into some fabric.""}]",Meghan <u>weave</u> patterns into some fabric.
Singular And Plural Nouns,1.1c. Use Singular and Plural Nouns with Matching Verbs,Jzw0qjP5tpJMplbm7mJ,"[{""text""=>""The cat {crouches} in the bushes and waits for the sun to set.""}]",The cat <u>crouch</u> in the bushes and waits for the sun to set.
Singular And Plural Nouns,1.1c. Use Singular and Plural Nouns with Matching Verbs,Jzw0qjP5tpJMplbm7mK,"[{""text""=>""I {eat} three meals a day.""}]",I <u>eats</u> three meals a day.
Singular And Plural Nouns,1.1c. Use Singular and Plural Nouns with Matching Verbs,Jzw0qjP5tpJMplbm7mL,"[{""text""=>""Our friend {works} really hard.""}]",Our friend <u>work</u> really hard.
Singular And Plural Nouns,1.1c. Use Singular and Plural Nouns with Matching Verbs,Jzw0qjP5tpJMplbm7mM,"[{""text""=>""Can you {sleep} right now, or is it too loud?""}]","Can you <u>sleeps</u> right now, or is it too loud?"
Singular And Plural Nouns,1.1c. Use Singular and Plural Nouns with Matching Verbs,Jzw0qjP5tpJMplbm7mN,"[{""text""=>""He {thinks} that he did well on the test.""}]",He <u>think</u> that he did well on the test.
Singular And Plural Nouns,1.1c. Use Singular and Plural Nouns with Matching Verbs,Jzw0qjP5tpJMplbm7mO,"[{""text""=>""She {talks} all the time in class.""}]",She <u>talk</u> all the time in class.
Singular And Plural Nouns,1.1c. Use Singular and Plural Nouns with Matching Verbs,Jzw0qjP5tpJMplbm7mP,"[{""text""=>""He {plants} new seeds in his garden every year.""}]",He <u>plant</u> new seeds in his garden every year.
Singular And Plural Nouns,1.1c. Use Singular and Plural Nouns with Matching Verbs,Jzw0qjP5tpJMplbm7mQ,"[{""text""=>""My friend {watches} every game of the season.""}]",My friend <u>watch</u> every game of the season.
Singular And Plural Nouns,1.1c. Use Singular and Plural Nouns with Matching Verbs,Jzw0qjP5tpJMplbm7mR,"[{""text""=>""Devon always {shuffles} the cards twice.""}]",Devon always <u>shuffle</u> the cards twice.
Singular And Plural Nouns,1.1c. Use Singular and Plural Nouns with Matching Verbs,Jzw0qjP5tpJMplbm7mS,"[{""text""=>""Lucas always {catches} the ball when we need him to.""}]",Lucas always <u>catch</u> the ball when we need him to.
Spaces with Periods,M2. Using Spaces with Punctuation,Jzw0qjP5tpJMplbm7mU,"[{""text""=>""'Ann can draw a dragon{. }She can also draw a flower. '""}]",Ann can draw a dragon.She can also draw a flower.
Spaces with Periods,M2. Using Spaces with Punctuation,K2xkkporsktE9CuEbeF,"[{""text""=>""The wave washed quickly onto the {beach. }I jumped aside so I wouldn't get wet.""}]",The wave washed quickly onto the beach.I jumped aside so I wouldn't get wet.
Spaces with Periods,M2. Using Spaces with Punctuation,K2xlE87JC8lUh6_ABvH,"[{""text""=>""Helen quickly ran to the nearby {diner. }She had a craving for a huge stack of pancakes.""}]",Helen quickly ran to the nearby diner.She had a craving for a huge stack of pancakes.
Spaces with Punctuation,M2. Using Spaces with Punctuation,Jzw0qjP5tpJMplbm7mW,"[{""text""=>""{\""I} can speak three languages{,\"" said} John.""}]","""   I can speak three languages,  ""  said John."
Spaces with Punctuation,M2. Using Spaces with Punctuation,Jzw0qjP5tpJMplbm7mX,"[{""text""=>""The title of this book says{, \""The} Wind in the Willows.\""""}]","The title of this book says,   ""The Wind in the Willows."""
Spaces with Punctuation,M2. Using Spaces with Punctuation,K2xjgPW7z2v5Py7C_ZY,"[{""text""=>""{\""Mom} said I could have another {cookie,\""} said my sister.""}]","""  Mom said I could have another cookie,   "" said my sister."
Subjective Pronouns,"6.1a. Subjective, Objective, and Possessive Pronouns",Jzw0qjP5tpJMplbm7mZ,"[{""text""=>""Dan said that {he} will be late.""}]",Dan said that _____ will be late.
Subjective Pronouns,"6.1a. Subjective, Objective, and Possessive Pronouns",Jzw0qjP5tpJMplbm7m_,"[{""text""=>""Our team is skillful, but {we} still have a lot to learn.""}]","Our team is skillful, but _____ still have a lot to learn."
Subjective Pronouns,"6.1a. Subjective, Objective, and Possessive Pronouns",Jzw0qjQwbyM2twtkmVW,"[{""text""=>""{They} were told by us to leave their shoes outside.""}]",______ were told by us to leave their shoes outside.
Subjective Pronouns,"6.1a. Subjective, Objective, and Possessive Pronouns",Jzw0qjQwbyM2twtkmVX,"[{""text""=>""You can borrow my tools while they repair {yours}.""}]",You can borrow my tools while they repair ____.
Subordinating Conjunctions,"1.1g. Conjunctions: And, But, Or, So",Jzw0qjQwbyM2twtkmVZ,"[{""text""=>""We can't carpool today {because} I am out of gas.""}]",We can't carpool today. I am out of gas.
Subordinating Conjunctions,"1.1g. Conjunctions: And, But, Or, So",Jzw0qjQwbyM2twtkmV_,"[{""text""=>""My dog is wagging his tail {because he likes you}.""}]",My dog is wagging his tail. He likes you.
Subordinating Conjunctions,"1.1g. Conjunctions: And, But, Or, So",Jzw0qjQwbyM2twtkmVa,"[{""text""=>""We should turn on a fan {because} it's hot in here.""}]",We should turn on a fan. It's hot in here.
Subordinating Conjunctions,"1.1g. Conjunctions: And, But, Or, So",Jzw0qjQwbyM2twtkmVb,"[{""text""=>""I'm bringing a jacket {because} I think there will be a blizzard.""}]",I'm bringing a jacket. I think there will be a blizzard.
Subordinating Conjunctions,"1.1g. Conjunctions: And, But, Or, So",Jzw0qjQwbyM2twtkmVc,"[{""text""=>""I have an umbrella with me {because} I knew it would rain.""}]",I have an umbrella with me. I knew it would rain.
Subordinating Conjunctions,"1.1g. Conjunctions: And, But, Or, So",Jzw0qjQwbyM2twtkmVd,"[{""text""=>""The explorers brought provisions {because} they would be gone awhile.""}]",The explorers brought provisions. They would be gone awhile.
Subordinating Conjunctions,"1.1g. Conjunctions: And, But, Or, So",Jzw0qjQwbyM2twtkmVe,"[{""text""=>""I learned to code {because} I love working with computers.""}]",I learned to code. I love working with computers.
Subordinating Conjunctions,"1.1g. Conjunctions: And, But, Or, So",Jzw0qjQwbyM2twtkmVf,"[{""text""=>""We want you to join the band {because} we need a drummer.""}]",We want you to join the band. We need a drummer.
Subordinating Conjunctions,"1.1g. Conjunctions: And, But, Or, So",Jzw0qjQwbyM2twtkmVg,"[{""text""=>""I go to the gym {because} I want to get stronger.""}]",I go to the gym. I want to get stronger.
Superlative Adjectives,3.1g. Form and Use Comparative and Superlative Adjectives,Jzw0qjQwbyM2twtkmVi,"[{""text""=>""Who is the {funniest} person in class?""}]",Who is the <u>funny</u> person in class?
Superlative Adjectives,3.1g. Form and Use Comparative and Superlative Adjectives,Jzw0qjQwbyM2twtkmVj,"[{""text""=>""Out of all these hamsters, the {tiniest} one is the cutest.""}]","Out of all these hamsters, the <u>tiny</u> one is the cutest."
